
=== 2026-09-05T17:42:03.869606 | batch=8 ===
UYARI: tensorflow_addons yüklü değil. Histogram eşitleme devre dışı.

============================================================
                    YAPILANDIRMA
============================================================
  Veri Dizini:        E:\temp\tez__ayna\python_calismalar\larger-google-sat2maps-dataset\islenmis\sonuclar_19
  Giris Renk Modu:    grayscale (1 kanal)
  Cikis Renk Modu:    grayscale (1 kanal)
  Görüntü Boyutu:     544x544
  Model Tipi:         flat_bottleneck
  Önceden Eğitilmiş:  Yok
  Gizli Aktivasyon:   elu
  Cikis Aktivasyonu:  sigmoid
  Filtre Sayısı:      48
  Kernel Boyutu:      (4, 4)
  Stride:             (1, 1)
  Batch Size:         8
  Epochs:             6
  Learning Rate:      0.0001
  Optimizer:          adam
  Loss:               weighted_hybrid
  Train/Val Split:    0.9/0.09999999999999998
  Random Seed:        42
============================================================

Veri setleri oluşturuluyor...
Toplam dosya sayısı: 6716
?? Dosya doğrulama: CACHE MODUNDA
? Cache'den yüklendi: 6716 geçerli dosya
Eğitim seti: 6044 görüntü
Doğrulama seti: 672 görüntü
Bos karo filtresi aktif: white>=245.0, max_white_ratio=0.99, min_dark_ratio=0.005
2026-09-05 17:42:06.058728: W tensorflow/core/common_runtime/gpu/gpu_device.cc:2027] TensorFlow was not built with CUDA kernel binaries compatible with compute capability 12.0. CUDA kernels will be jit-compiled from PTX, which could take 30 minutes or longer.
2026-09-05 17:42:06.059247: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX AVX2
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2026-09-05 17:42:06.061563: W tensorflow/core/common_runtime/gpu/gpu_device.cc:2027] TensorFlow was not built with CUDA kernel binaries compatible with compute capability 12.0. CUDA kernels will be jit-compiled from PTX, which could take 30 minutes or longer.
2026-09-05 17:43:44.211738: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1616] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 13500 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 5060 Ti, pci bus id: 0000:01:00.0, compute capability: 12.0
Giriş boyutu: (544, 544, 1)
Model oluşturuluyor: flat_bottleneck
Model: "model"
_________________________________________________________________
 Layer (type)                Output Shape              Param #   
=================================================================
 input_1 (InputLayer)        [(None, 544, 544, 1)]     0         
                                                                 
 conv2d (Conv2D)             (None, 544, 544, 48)      816       
                                                                 
 conv2d_1 (Conv2D)           (None, 544, 544, 24)      18456     
                                                                 
 conv2d_2 (Conv2D)           (None, 544, 544, 12)      4620      
                                                                 
 conv2d_transpose (Conv2DTra  (None, 544, 544, 12)     2316      
 nspose)                                                         
                                                                 
 conv2d_transpose_1 (Conv2DT  (None, 544, 544, 24)     4632      
 ranspose)                                                       
                                                                 
 conv2d_transpose_2 (Conv2DT  (None, 544, 544, 48)     18480     
 ranspose)                                                       
                                                                 
 model_output (Conv2D)       (None, 544, 544, 1)       769       
                                                                 
=================================================================
Total params: 50,089
Trainable params: 50,089
Non-trainable params: 0
_________________________________________________________________

============================================================
                    EĞİTİM BLIYOR
============================================================

Epoch 1/6
2026-09-05 17:45:06.752739: I tensorflow/stream_executor/cuda/cuda_dnn.cc:384] Loaded cuDNN version 8100

      1/Unknown - 158s 158s/step - loss: 0.5672 - mae: 0.5390 - mse: 0.3053 - ssim_metric: 0.1212
      2/Unknown - 159s 411ms/step - loss: 0.5588 - mae: 0.5504 - mse: 0.3230 - ssim_metric: 0.1133
      3/Unknown - 159s 410ms/step - loss: 0.5733 - mae: 0.5784 - mse: 0.3583 - ssim_metric: 0.1206
      4/Unknown - 160s 410ms/step - loss: 0.5652 - mae: 0.5828 - mse: 0.3662 - ssim_metric: 0.1216
      5/Unknown - 160s 410ms/step - loss: 0.5581 - mae: 0.5846 - mse: 0.3705 - ssim_metric: 0.1199
      6/Unknown - 160s 410ms/step - loss: 0.5541 - mae: 0.5860 - mse: 0.3721 - ssim_metric: 0.1305
      7/Unknown - 161s 410ms/step - loss: 0.5520 - mae: 0.5932 - mse: 0.3825 - ssim_metric: 0.1289
      8/Unknown - 161s 409ms/step - loss: 0.5511 - mae: 0.5989 - mse: 0.3911 - ssim_metric: 0.1271
      9/Unknown - 162s 410ms/step - loss: 0.5451 - mae: 0.6007 - mse: 0.3959 - ssim_metric: 0.1258
     10/Unknown - 162s 410ms/step - loss: 0.5543 - mae: 0.6133 - mse: 0.4121 - ssim_metric: 0.1301
     11/Unknown - 162s 410ms/step - loss: 0.5531 - mae: 0.6162 - mse: 0.4161 - ssim_metric: 0.1303
     12/Unknown - 163s 410ms/step - loss: 0.5495 - mae: 0.6184 - mse: 0.4208 - ssim_metric: 0.1274
     13/Unknown - 163s 410ms/step - loss: 0.5495 - mae: 0.6216 - mse: 0.4251 - ssim_metric: 0.1300
     14/Unknown - 164s 410ms/step - loss: 0.5463 - mae: 0.6216 - mse: 0.4265 - ssim_metric: 0.1285
     15/Unknown - 164s 410ms/step - loss: 0.5449 - mae: 0.6226 - mse: 0.4281 - ssim_metric: 0.1302
     16/Unknown - 165s 410ms/step - loss: 0.5437 - mae: 0.6238 - mse: 0.4305 - ssim_metric: 0.1317
     17/Unknown - 165s 410ms/step - loss: 0.5444 - mae: 0.6236 - mse: 0.4304 - ssim_metric: 0.1333
     18/Unknown - 165s 410ms/step - loss: 0.5438 - mae: 0.6237 - mse: 0.4312 - ssim_metric: 0.1380
     19/Unknown - 166s 410ms/step - loss: 0.5432 - mae: 0.6240 - mse: 0.4331 - ssim_metric: 0.1398
     20/Unknown - 166s 410ms/step - loss: 0.5428 - mae: 0.6214 - mse: 0.4308 - ssim_metric: 0.1436
     21/Unknown - 167s 410ms/step - loss: 0.5385 - mae: 0.6157 - mse: 0.4258 - ssim_metric: 0.1492
     22/Unknown - 167s 410ms/step - loss: 0.5321 - mae: 0.6107 - mse: 0.4229 - ssim_metric: 0.1531
     23/Unknown - 167s 410ms/step - loss: 0.5299 - mae: 0.6056 - mse: 0.4190 - ssim_metric: 0.1612
     24/Unknown - 168s 410ms/step - loss: 0.5273 - mae: 0.6014 - mse: 0.4172 - ssim_metric: 0.1629
     25/Unknown - 168s 410ms/step - loss: 0.5246 - mae: 0.5928 - mse: 0.4100 - ssim_metric: 0.1714
     26/Unknown - 169s 410ms/step - loss: 0.5225 - mae: 0.5893 - mse: 0.4095 - ssim_metric: 0.1748
     27/Unknown - 169s 410ms/step - loss: 0.5249 - mae: 0.5850 - mse: 0.4077 - ssim_metric: 0.1782
     28/Unknown - 169s 410ms/step - loss: 0.5262 - mae: 0.5870 - mse: 0.4135 - ssim_metric: 0.1781
     29/Unknown - 170s 410ms/step - loss: 0.5209 - mae: 0.5803 - mse: 0.4094 - ssim_metric: 0.1878
