
=== 2026-09-10T03:48:13.061521 | batch=8 ===
UYARI: tensorflow_addons yüklü değil. Histogram eşitleme devre dışı.

============================================================
                    YAPILANDIRMA
============================================================
  Veri Dizini:        E:\temp\tez__ayna\python_calismalar\larger-google-sat2maps-dataset\islenmis\sonuclar_19
  Giris Renk Modu:    grayscale (1 kanal)
  Cikis Renk Modu:    grayscale (1 kanal)
  Görüntü Boyutu:     544x544
  Model Tipi:         flat_bottleneck
  Önceden Eğitilmiş:  Yok
  Gizli Aktivasyon:   elu
  Cikis Aktivasyonu:  sigmoid
  Filtre Sayısı:      48
  Kernel Boyutu:      (4, 4)
  Stride:             (1, 1)
  Batch Size:         8
  Epochs:             20
  Learning Rate:      0.001
  Optimizer:          adam
  Loss:               binary_crossentropy
  Train/Val Split:    0.9/0.09999999999999998
  Random Seed:        42
============================================================

Veri setleri oluşturuluyor...
Toplam dosya sayısı: 6716
?? Dosya doğrulama: CACHE MODUNDA
? Cache'den yüklendi: 6716 geçerli dosya
Eğitim seti: 6044 görüntü
Doğrulama seti: 672 görüntü
Bos karo filtresi aktif: white>=245.0, max_white_ratio=0.99, min_dark_ratio=0.005
2026-09-10 03:48:21.298753: W tensorflow/core/common_runtime/gpu/gpu_device.cc:2027] TensorFlow was not built with CUDA kernel binaries compatible with compute capability 12.0. CUDA kernels will be jit-compiled from PTX, which could take 30 minutes or longer.
2026-09-10 03:48:21.299480: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX AVX2
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2026-09-10 03:48:21.301128: W tensorflow/core/common_runtime/gpu/gpu_device.cc:2027] TensorFlow was not built with CUDA kernel binaries compatible with compute capability 12.0. CUDA kernels will be jit-compiled from PTX, which could take 30 minutes or longer.
2026-09-10 03:50:13.426788: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1616] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 13500 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 5060 Ti, pci bus id: 0000:01:00.0, compute capability: 12.0
Giriş boyutu: (544, 544, 1)
Model oluşturuluyor: flat_bottleneck
Model: "model"
_________________________________________________________________
 Layer (type)                Output Shape              Param #   
=================================================================
 input_1 (InputLayer)        [(None, 544, 544, 1)]     0         
                                                                 
 conv2d (Conv2D)             (None, 544, 544, 48)      816       
                                                                 
 conv2d_1 (Conv2D)           (None, 544, 544, 24)      18456     
                                                                 
 conv2d_2 (Conv2D)           (None, 544, 544, 12)      4620      
                                                                 
 conv2d_transpose (Conv2DTra  (None, 544, 544, 12)     2316      
 nspose)                                                         
                                                                 
 conv2d_transpose_1 (Conv2DT  (None, 544, 544, 24)     4632      
 ranspose)                                                       
                                                                 
 conv2d_transpose_2 (Conv2DT  (None, 544, 544, 48)     18480     
 ranspose)                                                       
                                                                 
 model_output (Conv2D)       (None, 544, 544, 1)       769       
                                                                 
=================================================================
Total params: 50,089
Trainable params: 50,089
Non-trainable params: 0
_________________________________________________________________

============================================================
                    EĞİTİM BLIYOR
============================================================

Epoch 1/20
2026-09-10 03:51:40.874257: I tensorflow/stream_executor/cuda/cuda_dnn.cc:384] Loaded cuDNN version 8100

      1/Unknown - 168s 168s/step - loss: 0.8340 - mae: 0.5457 - mse: 0.3161 - ssim_metric: 0.1507
      2/Unknown - 169s 398ms/step - loss: 0.7414 - mae: 0.4716 - mse: 0.2717 - ssim_metric: 0.2242
      3/Unknown - 169s 398ms/step - loss: 0.6516 - mae: 0.4253 - mse: 0.2324 - ssim_metric: 0.2758
      4/Unknown - 169s 397ms/step - loss: 0.6379 - mae: 0.4041 - mse: 0.2235 - ssim_metric: 0.3015
      5/Unknown - 170s 398ms/step - loss: 0.6249 - mae: 0.3970 - mse: 0.2174 - ssim_metric: 0.3044
      6/Unknown - 170s 398ms/step - loss: 0.6242 - mae: 0.4029 - mse: 0.2168 - ssim_metric: 0.3106
      7/Unknown - 171s 398ms/step - loss: 0.6066 - mae: 0.3936 - mse: 0.2091 - ssim_metric: 0.3208
      8/Unknown - 171s 398ms/step - loss: 0.5928 - mae: 0.3837 - mse: 0.2031 - ssim_metric: 0.3318
      9/Unknown - 171s 398ms/step - loss: 0.5991 - mae: 0.3791 - mse: 0.2030 - ssim_metric: 0.3421
     10/Unknown - 172s 398ms/step - loss: 0.5656 - mae: 0.3604 - mse: 0.1900 - ssim_metric: 0.3707
     11/Unknown - 172s 398ms/step - loss: 0.5560 - mae: 0.3543 - mse: 0.1858 - ssim_metric: 0.3769
     12/Unknown - 173s 398ms/step - loss: 0.5562 - mae: 0.3525 - mse: 0.1853 - ssim_metric: 0.3782
     13/Unknown - 173s 398ms/step - loss: 0.5453 - mae: 0.3443 - mse: 0.1807 - ssim_metric: 0.3927
     14/Unknown - 173s 398ms/step - loss: 0.5449 - mae: 0.3433 - mse: 0.1803 - ssim_metric: 0.3939
     15/Unknown - 174s 398ms/step - loss: 0.5382 - mae: 0.3395 - mse: 0.1774 - ssim_metric: 0.3980
     16/Unknown - 174s 398ms/step - loss: 0.5306 - mae: 0.3358 - mse: 0.1740 - ssim_metric: 0.4017
     17/Unknown - 175s 398ms/step - loss: 0.5199 - mae: 0.3304 - mse: 0.1695 - ssim_metric: 0.4067
     18/Unknown - 175s 398ms/step - loss: 0.5146 - mae: 0.3247 - mse: 0.1669 - ssim_metric: 0.4162
     19/Unknown - 175s 398ms/step - loss: 0.5059 - mae: 0.3187 - mse: 0.1635 - ssim_metric: 0.4263
     20/Unknown - 176s 398ms/step - loss: 0.5106 - mae: 0.3156 - mse: 0.1639 - ssim_metric: 0.4341
     21/Unknown - 176s 398ms/step - loss: 0.5129 - mae: 0.3139 - mse: 0.1649 - ssim_metric: 0.4395
     22/Unknown - 177s 398ms/step - loss: 0.5108 - mae: 0.3126 - mse: 0.1643 - ssim_metric: 0.4428
     23/Unknown - 177s 398ms/step - loss: 0.5030 - mae: 0.3087 - mse: 0.1612 - ssim_metric: 0.4507
     24/Unknown - 177s 398ms/step - loss: 0.5064 - mae: 0.3108 - mse: 0.1627 - ssim_metric: 0.4468
     25/Unknown - 178s 398ms/step - loss: 0.5066 - mae: 0.3110 - mse: 0.1628 - ssim_metric: 0.4480
     26/Unknown - 178s 398ms/step - loss: 0.5071 - mae: 0.3127 - mse: 0.1631 - ssim_metric: 0.4463
     27/Unknown - 179s 398ms/step - loss: 0.5112 - mae: 0.3156 - mse: 0.1649 - ssim_metric: 0.4429
     28/Unknown - 179s 398ms/step - loss: 0.5140 - mae: 0.3194 - mse: 0.1661 - ssim_metric: 0.4414
     29/Unknown - 179s 398ms/step - loss: 0.5122 - mae: 0.3206 - mse: 0.1652 - ssim_metric: 0.4438
